,codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes
290,46106,46106,INCIDENTE,VITÓRIA,ES,SBVT,2012-06-22,12:28:00,0
291,45960,45960,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-06-23,19:01:00,0
292,46158,46158,INCIDENTE,BELÉM,PA,SBJC,2012-06-23,11:50:00,0
293,45949,45949,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2012-06-24,11:40:00,0
294,45948,45948,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-06-25,15:18:00,0
295,46197,46197,INCIDENTE,OSÓRIO,RS,SSOS,2012-06-26,17:00:00,0
296,46029,46029,INCIDENTE,COARI,AM,****,2012-06-28,12:00:00,0
297,46019,46019,INCIDENTE,SÃO PAULO,SP,SBSP,2012-06-29,01:35:00,0
298,46038,46038,ACIDENTE,BAURU,SP,SBBU,2012-06-29,17:50:00,0
299,46036,46036,INCIDENTE,BELÉM,PA,SBJC,2012-06-30,15:51:00,0
300,46043,46043,INCIDENTE GRAVE,MARICÁ,RJ,SDMC,2012-06-30,14:05:00,0
301,46045,46045,ACIDENTE,PRATA,MG,****,2012-06-30,23:00:00,0
302,46096,46096,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,2012-06-30,13:52:00,0
303,46155,46155,INCIDENTE,RIO DE JANEIRO,RJ,****,2012-06-30,15:40:00,0
304,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-07-01,11:05:00,0
305,46046,46046,INCIDENTE,MARINGÁ,PR,SBMG,2012-07-01,12:30:00,0
306,46042,46042,INCIDENTE GRAVE,ARACATU,BA,****,2012-07-02,10:45:00,3
307,46073,46073,INCIDENTE,GUARULHOS,SP,****,2012-07-03,02:55:00,0
308,46110,46110,INCIDENTE,GOIÂNIA,GO,SBGO,2012-07-03,09:01:00,0
309,46156,46156,INCIDENTE,GOIÂNIA,GO,SBGO,2012-07-03,11:55:00,0
310,46095,46095,ACIDENTE,NOVA UBIRATÃ,MT,****,2012-07-04,14:35:00,0
311,46093,46093,ACIDENTE,ESPINOSA,MG,****,2012-07-06,13:50:00,2
312,46157,46157,INCIDENTE,PORTO ALEGRE,RS,****,2012-07-06,13:11:00,0
313,46161,46161,INCIDENTE,GUARULHOS,SP,****,2012-07-06,09:30:00,0
314,46094,46094,ACIDENTE,ALTO GARÇAS,MT,****,2012-07-07,14:30:00,0
315,46178,46178,ACIDENTE,GENERAL CARNEIRO,MT,****,2012-07-07,09:20:00,0
316,46092,46092,ACIDENTE,BOITUVA,SP,****,2012-07-09,17:00:00,7
317,46105,46105,INCIDENTE,CAMPINAS,SP,SBKP,2012-07-09,22:55:00,0
318,46196,46196,INCIDENTE,OSÓRIO,RS,SSOS,2012-07-09,12:00:00,0
319,46098,46098,INCIDENTE,BELO HORIZONTE,MG,****,2012-07-10,20:25:00,0
320,46159,46159,INCIDENTE,SÃO PAULO,SP,SBMT,2012-07-11,19:50:00,0
321,46305,46305,ACIDENTE,SÃO PAULO,SP,****,2012-07-11,13:17:00,2
322,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-07-12,20:15:00,1
323,46154,46154,INCIDENTE GRAVE,UBERABA,MG,SBUR,2012-07-12,19:32:00,0
324,46160,46160,INCIDENTE,CARAUARI,AM,****,2012-07-13,11:40:00,0
325,46189,46189,INCIDENTE,SÃO PAULO,SP,****,2012-07-13,18:50:00,0
326,46153,46153,ACIDENTE,UAUÁ,BA,****,2012-07-14,14:40:00,0
327,46190,46190,INCIDENTE,LONDRINA,PR,SBLO,2012-07-15,18:37:00,0
328,46179,46179,ACIDENTE,SANTA FÉ DO SUL,SP,SILT,2012-07-16,12:00:00,0
329,46191,46191,INCIDENTE,MACAÉ,RJ,SBME,2012-07-16,11:42:00,0
330,46653,46653,INCIDENTE,CAMPINAS,SP,****,2012-07-17,23:14:00,0
331,46671,46671,INCIDENTE,BOA VISTA,RR,SBBV,2012-07-17,12:20:00,0
332,46192,46192,INCIDENTE,DOURADOS,MS,SSDO,2012-07-20,10:02:00,0
333,46187,46187,INCIDENTE GRAVE,BARRO DURO,PI,****,2012-07-21,11:35:00,4
334,46170,46170,ACIDENTE,BEBEDOURO,SP,SDBB,2012-07-22,16:00:00,2
335,46214,46214,INCIDENTE,MACAÉ,RJ,****,2012-07-22,19:21:00,0
336,46181,46181,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2012-07-23,19:00:00,0
337,46193,46193,INCIDENTE,UIRAMUTÃ,RR,****,2012-07-23,13:20:00,0
338,46171,46171,ACIDENTE,MARICÁ,RJ,****,2012-07-24,19:15:00,0
339,46172,46172,ACIDENTE,RIO DE JANEIRO,RJ,****,2012-07-24,19:10:00,1
340,46194,46194,INCIDENTE,MACAÉ,RJ,****,2012-07-24,13:40:00,0
341,46210,46210,INCIDENTE,MACAÉ,RJ,****,2012-07-25,16:20:00,0
342,46211,46211,INCIDENTE,PARAUAPEBAS,PA,SBCJ,2012-07-26,17:20:00,0
343,46212,46212,INCIDENTE,CURITIBA,PR,SBCT,2012-07-26,23:10:00,0
344,46339,46339,ACIDENTE,CARAGUATATUBA,SP,****,2012-07-26,12:00:00,0
345,46173,46173,ACIDENTE,IPIGUÁ,SP,****,2012-07-28,16:30:00,0
346,46198,46198,INCIDENTE,PIRACICABA,SP,SDPW,2012-07-28,16:00:00,0
347,46202,46202,ACIDENTE,JUIZ DE FORA,MG,****,2012-07-28,10:45:00,1
348,52060,52060,INCIDENTE,NAVIRAÍ,MS,SSNB,2012-07-28,19:00:00,0
349,46188,46188,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2012-07-29,14:46:00,0
350,46195,46195,INCIDENTE,SÃO PAULO,SP,****,2012-07-29,15:05:00,0
351,46215,46215,INCIDENTE,MACAÉ,RJ,****,2012-07-30,16:15:00,0
352,46213,46213,INCIDENTE,CURITIBA,PR,****,2012-07-31,12:21:00,0
353,46201,46201,ACIDENTE,ALTO ALEGRE,RR,****,2012-08-01,16:20:00,1
354,46217,46217,INCIDENTE,BRASÍLIA,DF,****,2012-08-01,10:33:00,0
355,46218,46218,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-08-01,12:49:00,0
356,46200,46200,ACIDENTE,GOIÂNIA,GO,SBNV,2012-08-02,12:40:00,0
357,46216,46216,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-08-03,20:00:00,0
358,46209,46209,INCIDENTE GRAVE,ALTAMIRA,PA,****,2012-08-04,10:10:00,2
359,46522,46522,INCIDENTE,SOROCABA,SP,SDCO,2012-08-04,23:00:00,0
360,46199,46199,ACIDENTE,TEFÉ,AM,****,2012-08-05,15:00:00,3
361,46219,46219,INCIDENTE,BRASÍLIA,DF,SBBR,2012-08-06,22:02:00,4
362,46682,46682,INCIDENTE,SALVADOR,BA,SBSV,2012-08-06,12:15:00,0
363,46261,46261,ACIDENTE,PORTO SEGURO,BA,SBPS,2012-08-08,18:50:00,1
364,46280,46280,INCIDENTE GRAVE,SÃO SEPÉ,RS,****,2012-08-08,20:00:00,0
365,46299,46299,INCIDENTE,TATUÍ,SP,SDTF,2012-08-08,15:00:00,0
366,46300,46300,INCIDENTE,MOSSORÓ,RN,SBMS,2012-08-08,14:30:00,2
367,46681,46681,INCIDENTE,BELÉM,PA,SBBE,2012-08-08,22:59:00,0
368,52061,52061,INCIDENTE,MANAUS,AM,SBEG,2012-08-08,10:32:00,0
369,52062,52062,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2012-08-09,19:12:00,0
370,46281,46281,INCIDENTE GRAVE,MANAUS,AM,SWFN,2012-08-10,12:20:00,1
371,46282,46282,INCIDENTE GRAVE,COARI,AM,SWKO,2012-08-12,12:20:00,0
372,46298,46298,INCIDENTE,CASCAVEL,PR,SBCA,2012-08-12,18:00:00,0
373,46347,46347,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-08-12,15:15:00,0
374,46260,46260,ACIDENTE,TARUMIRIM,MG,****,2012-08-14,19:50:00,1
375,46297,46297,INCIDENTE,CONFINS,MG,****,2012-08-14,18:22:00,0
376,46279,46279,INCIDENTE GRAVE,ITÁPOLIS,SP,SDIO,2012-08-15,20:40:00,0
377,46672,46672,INCIDENTE,COARI,AM,SBUY,2012-08-15,20:33:00,0
378,52063,52063,INCIDENTE,CABO FRIO,RJ,SBCB,2012-08-15,15:00:00,0
379,46253,46253,ACIDENTE,ATIBAIA,SP,SDTB,2012-08-16,14:45:00,0
380,46259,46259,ACIDENTE,CAMPINAS,SP,SDAM,2012-08-17,15:10:00,0
381,46263,46263,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,2012-08-17,15:15:00,3
382,46336,46336,ACIDENTE,ATIBAIA,SP,****,2012-08-17,18:10:00,0
383,46345,46345,INCIDENTE,CAMPINAS,SP,SDAM,2012-08-17,15:05:00,0
384,46255,46255,ACIDENTE,SANTA BÁRBARA D'OESTE,SP,****,2012-08-18,12:40:00,2
385,52064,52064,INCIDENTE,RIO BRANCO,AC,SBRB,2012-08-18,22:00:00,0
386,46258,46258,ACIDENTE,ITAQUAQUECETUBA,SP,****,2012-08-19,18:05:00,0
387,46301,46301,INCIDENTE,TERESINA,PI,SBTE,2012-08-19,09:40:00,0
388,46346,46346,INCIDENTE,SÃO PAULO,SP,****,2012-08-19,18:30:00,0
389,46256,46256,ACIDENTE,BELO HORIZONTE,MG,SBPR,2012-08-20,17:50:00,3
390,46264,46264,INCIDENTE GRAVE,COROMANDEL,MG,****,2012-08-20,17:40:00,0
391,46302,46302,INCIDENTE,CASCAVEL,PR,SBCA,2012-08-20,16:55:00,0
392,46344,46344,INCIDENTE,BODOQUENA,MS,****,2012-08-20,05:50:00,0
393,46257,46257,ACIDENTE,JURUÁ,AM,****,2012-08-21,18:50:00,0
394,46348,46348,INCIDENTE,SÃO PAULO,SP,SBSP,2012-08-21,00:30:00,0
395,46435,46435,ACIDENTE,PALMEIRA,PR,****,2012-08-21,20:15:00,3
396,46688,46688,INCIDENTE,LONDRINA,PR,SBLO,2012-08-21,23:00:00,0
397,46846,46846,ACIDENTE,RIO DE JANEIRO,RJ,****,2012-08-21,22:35:00,0
398,46436,46436,ACIDENTE,ARAGUAÍNA,TO,****,2012-08-22,13:00:00,0
399,46444,46444,ACIDENTE,PAUINI,AM,SWUI,2012-08-22,18:51:00,3
400,46349,46349,INCIDENTE,GOIÂNIA,GO,SBGO,2012-08-23,00:00:00,0
401,46296,46296,INCIDENTE,SÃO PAULO,SP,SBMT,2012-08-25,21:10:00,0
402,46437,46437,ACIDENTE,ÁGUA CLARA,MS,****,2012-08-25,11:30:00,2
403,46350,46350,INCIDENTE,BRASÍLIA,DF,SBBR,2012-08-28,18:30:00,0
404,46451,46451,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,2012-08-30,19:25:00,1
405,46310,46310,ACIDENTE,ANGRA DOS REIS,RJ,****,2012-08-31,18:40:00,0
406,46680,46680,INCIDENTE,SANTARÉM,PA,SBSN,2012-08-31,12:10:00,0
407,46686,46686,INCIDENTE,CAMPINA GRANDE,PB,SNKB,2012-09-01,12:10:00,0
408,46312,46312,INCIDENTE,CONFINS,MG,SBCF,2012-09-02,10:55:00,0
409,46342,46342,INCIDENTE,UBATUBA,SP,****,2012-09-03,16:40:00,0
410,52065,52065,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-09-03,16:30:00,0
411,46311,46311,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,2012-09-05,11:50:00,0
412,46520,46520,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2012-09-06,16:27:00,0
413,46684,46684,INCIDENTE,SALVADOR,BA,SBSV,2012-09-06,19:45:00,0
414,46308,46308,ACIDENTE,MIRANDA,MS,****,2012-09-07,19:10:00,0
415,46418,46418,ACIDENTE,GUIRATINGA,MT,****,2012-09-07,13:30:00,0
416,52066,52066,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,2012-09-08,15:50:00,0
417,46306,46306,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2012-09-09,12:00:00,0
418,46309,46309,ACIDENTE,MACAPÁ,AP,****,2012-09-09,21:12:00,0
419,50831,50831,ACIDENTE,ACREÚNA,GO,****,2012-09-09,20:00:00,1
420,46337,46337,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,2012-09-12,12:00:00,0
421,46338,46338,ACIDENTE,BALSAS,MA,****,2012-09-12,20:50:00,0
422,46307,46307,ACIDENTE,GUARULHOS,SP,SBGR,2012-09-13,01:30:00,0
423,46685,46685,INCIDENTE,SALVADOR,BA,SBSV,2012-09-14,20:07:00,0
424,52067,52067,INCIDENTE,BOA VISTA,RR,SBBV,2012-09-14,15:15:00,0
425,46358,46358,INCIDENTE,FORTALEZA,CE,SBFZ,2012-09-15,22:44:00,0
426,46371,46371,INCIDENTE,ITUPEVA,SP,****,2012-09-15,17:30:00,0
427,46340,46340,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,2012-09-16,17:40:00,0
428,52068,52068,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-09-16,22:03:00,0
429,46691,46691,INCIDENTE,RIO GRANDE,RS,****,2012-09-17,11:00:00,0
430,46341,46341,INCIDENTE,BACABAL,MA,****,2012-09-18,10:24:00,0
431,46359,46359,INCIDENTE,VITÓRIA,ES,SBVT,2012-09-18,17:00:00,0
432,46362,46362,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-09-18,20:00:00,0
433,46519,46519,INCIDENTE,PORTO ALEGRE,RS,SBPA,2012-09-18,18:32:00,0
434,46354,46354,ACIDENTE,ITAMARAJU,BA,****,2012-09-19,23:00:00,0
435,46652,46652,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2012-09-19,23:50:00,0
436,46689,46689,INCIDENTE,LONDRINA,PR,SBLO,2012-09-20,18:25:00,0
437,46373,46373,INCIDENTE GRAVE,PARAUAPEBAS,PA,****,2012-09-21,11:55:00,1
438,46655,46655,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2012-09-21,20:58:00,0
439,46356,46356,ACIDENTE,TAPIRAMUTÁ,BA,****,2012-09-22,15:50:00,3
440,46377,46377,INCIDENTE,RIO BRANCO,AC,SBRB,2012-09-22,13:25:00,0
441,46378,46378,INCIDENTE GRAVE,BARREIRAS,BA,SNDH,2012-09-22,16:40:00,0
442,46379,46379,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2012-09-22,09:15:00,0
443,46523,46523,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-09-22,14:14:00,0
444,46411,46411,ACIDENTE,BELÉM,PA,SBBE,2012-09-23,18:35:00,1
445,46452,46452,INCIDENTE,LONDRINA,PR,SBLO,2012-09-23,21:26:00,0
446,46477,46477,INCIDENTE,CRUZEIRO DO SUL,AC,****,2012-09-23,19:40:00,0
447,46521,46521,INCIDENTE,JUNDIAÍ,SP,SBJD,2012-09-23,13:30:00,0
448,46368,46368,ACIDENTE,SÃO PAULO,SP,****,2012-09-24,11:00:00,0
449,46412,46412,ACIDENTE,ILHÉUS,BA,SBIL,2012-09-24,01:55:00,0
450,46413,46413,ACIDENTE,UBERLÂNDIA,MG,SJPT,2012-09-24,17:00:00,0
451,46417,46417,ACIDENTE,LONDRINA,PR,SSOK,2012-09-24,17:10:00,0
452,46419,46419,ACIDENTE,CANTÁ,RR,****,2012-09-24,08:00:00,0
453,46450,46450,INCIDENTE GRAVE,NOVO ARIPUANÃ,AM,****,2012-09-24,13:30:00,0
454,46414,46414,ACIDENTE,UBATUBA,SP,****,2012-09-25,15:00:00,0
455,46415,46415,ACIDENTE,FOZ DO IGUAÇU,PR,SSHS,2012-09-25,14:35:00,2
456,46453,46453,INCIDENTE,NAVEGANTES,SC,SBNF,2012-09-25,13:00:00,0
457,46478,46478,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2012-09-25,21:55:00,0
458,46454,46454,INCIDENTE,BOA VISTA,RR,SBBV,2012-09-26,10:00:00,0
459,46455,46455,INCIDENTE,RIO DE JANEIRO,RJ,****,2012-09-26,13:37:00,0
460,46456,46456,INCIDENTE,SALVADOR,BA,SBSV,2012-09-27,22:30:00,0
461,46416,46416,ACIDENTE,SÃO BORJA,RS,SSSB,2012-09-28,21:38:00,0
462,46446,46446,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,2012-09-28,17:30:00,1
463,46495,46495,INCIDENTE,CURITIBA,PR,****,2012-09-28,15:00:00,0
464,46515,46515,INCIDENTE,RECIFE,PE,SBRF,2012-09-28,23:15:00,0
465,46516,46516,INCIDENTE,BRASÍLIA,DF,****,2012-09-29,20:50:00,0
466,46517,46517,INCIDENTE,SÃO PAULO,SP,SBMT,2012-09-30,23:00:00,0
467,46473,46473,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,2012-10-01,22:19:00,0
468,46438,46438,INCIDENTE GRAVE,ARTUR NOGUEIRA,SP,****,2012-10-02,11:10:00,0
469,46434,46434,ACIDENTE,JUQUIÁ,SP,****,2012-10-03,11:00:00,3
470,46439,46439,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,2012-10-03,16:33:00,0
471,46443,46443,INCIDENTE GRAVE,TEFÉ,AM,SBTF,2012-10-03,12:35:00,1
472,46518,46518,INCIDENTE,PORTO ALEGRE,RS,SBPA,2012-10-03,11:40:00,0
473,46695,46695,INCIDENTE,VITÓRIA,ES,SBVT,2012-10-03,19:40:00,0
474,46479,46479,INCIDENTE,LONDRINA,PR,SBLO,2012-10-04,22:05:00,0
475,50693,50693,ACIDENTE,GURINHATÃ,MG,****,2012-10-04,18:00:00,0
476,46474,46474,INCIDENTE,GUARULHOS,SP,SBGR,2012-10-05,19:38:00,0
477,46476,46476,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2012-10-05,18:00:00,0
478,46480,46480,INCIDENTE,GOIÂNIA,GO,SBGO,2012-10-05,17:09:00,0
479,46445,46445,INCIDENTE GRAVE,CATANDUVA,SP,SDCD,2012-10-07,15:30:00,3
480,46432,46432,ACIDENTE,SANTA CRUZ DO ARARI,PA,****,2012-10-08,13:30:00,3
481,46475,46475,INCIDENTE,CAMPO GRANDE,MS,SBCG,2012-10-09,17:22:00,0
482,46481,46481,INCIDENTE,BELO HORIZONTE,MG,SBBH,2012-10-09,21:27:00,0
483,46433,46433,INCIDENTE,MARICÁ,RJ,****,2012-10-10,20:33:00,0
484,46449,46449,ACIDENTE,PORTO ALEGRE,RS,SBPA,2012-10-10,19:13:00,0
485,46471,46471,INCIDENTE,CARAUARI,AM,SWCA,2012-10-10,15:30:00,0
486,46472,46472,INCIDENTE,JOÃO PESSOA,PB,SBJP,2012-10-10,17:59:00,0
487,46448,46448,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,2012-10-11,11:00:00,0
488,46484,46484,INCIDENTE,BRASÍLIA,DF,SBBR,2012-10-11,16:45:00,0
489,46696,46696,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2012-10-11,12:50:00,0
490,46431,46431,ACIDENTE,CAMPINAS,SP,SBKP,2012-10-13,22:55:00,0
491,46571,46571,ACIDENTE,LONDRINA,PR,****,2012-10-13,21:40:00,0
492,46594,46594,INCIDENTE GRAVE,POÇOS DE CALDAS,MG,SBPC,2012-10-13,21:05:00,0
493,46485,46485,INCIDENTE,PORTO SEGURO,BA,SBPS,2012-10-14,20:40:00,0
494,46486,46486,INCIDENTE,TERESINA,PI,SBTE,2012-10-14,00:09:00,0
495,50712,50712,ACIDENTE,AMERICANA,SP,SDAI,2012-10-14,20:30:00,0
496,46613,46613,INCIDENTE,SÃO PAULO,SP,SBMT,2012-10-15,17:42:00,0
497,46487,46487,INCIDENTE,BRASÍLIA,DF,SBBR,2012-10-16,20:00:00,0
498,46650,46650,INCIDENTE,CAMPINAS,SP,SBKP,2012-10-17,11:35:00,0
499,46674,46674,INCIDENTE,RONDONÓPOLIS,MT,SWRD,2012-10-17,20:40:00,0
500,46581,46581,ACIDENTE,CAMPINA GRANDE DO SUL,PR,****,2012-10-18,21:00:00,0
501,46514,46514,ACIDENTE,CAMPO GRANDE,MS,****,2012-10-20,15:00:00,0
502,46648,46648,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2012-10-20,11:12:00,0
503,46649,46649,INCIDENTE,CAMPINAS,SP,****,2012-10-20,22:43:00,0
504,46625,46625,INCIDENTE,PALMAS,TO,SBPJ,2012-10-21,16:40:00,0
505,46577,46577,INCIDENTE,CAMETÁ,PA,****,2012-10-22,18:38:00,0
506,46513,46513,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,****,2012-10-23,12:40:00,0
507,46647,46647,INCIDENTE,PORTO ALEGRE,RS,SBPA,2012-10-23,10:01:00,0
508,46497,46497,ACIDENTE,PORTO ALEGRE,RS,SSBN,2012-10-24,12:05:00,0
509,46574,46574,INCIDENTE,BRASÍLIA,DF,SBBR,2012-10-24,22:50:00,0
510,46498,46498,ACIDENTE,SENTO SÉ,BA,****,2012-10-25,13:00:00,1
511,46512,46512,ACIDENTE,JABOTICABAL,SP,****,2012-10-25,15:00:00,0
512,46675,46675,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,2012-10-25,11:00:00,0
513,46676,46676,INCIDENTE,CARLOS CHAGAS,MG,****,2012-10-25,17:48:00,0
514,52069,52069,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2012-10-25,18:33:00,0
515,46698,46698,INCIDENTE,CABO FRIO,RJ,SBCB,2012-10-26,15:42:00,0
516,46499,46499,ACIDENTE,CAMPINA VERDE,MG,****,2012-10-27,19:30:00,0
517,46624,46624,INCIDENTE,GOIÂNIA,GO,SBGO,2012-10-27,12:00:00,0
518,46639,46639,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2012-10-27,22:00:00,0
519,46677,46677,INCIDENTE,GUARULHOS,SP,SBGR,2012-10-27,21:12:00,0
520,52070,52070,INCIDENTE,RIO BRANCO,AC,SBRB,2012-10-27,16:15:00,0
521,46576,46576,INCIDENTE GRAVE,IPATINGA,MG,SBIP,2012-10-28,17:30:00,0
522,46679,46679,INCIDENTE,SANTANA DO ARAGUAIA,PA,SNKE,2012-10-28,11:30:00,0
523,46575,46575,INCIDENTE,RECIFE,PE,SBRF,2012-10-29,02:45:00,0
524,46699,46699,INCIDENTE,MACAÉ,RJ,****,2012-10-29,19:10:00,0
525,46822,46822,INCIDENTE,ROSÁRIO OESTE,MT,****,2012-10-29,11:00:00,0
526,46496,46496,ACIDENTE,SOROCABA,SP,****,2012-10-31,16:30:00,0
527,46562,46562,ACIDENTE,CANARANA,MT,****,2012-10-31,10:05:00,0
528,46582,46582,ACIDENTE,CHAPADA DOS GUIMARÃES,MT,****,2012-11-01,19:49:00,1
529,46597,46597,INCIDENTE,MARABÁ,PA,SBMA,2012-11-01,16:20:00,0
530,46604,46604,INCIDENTE,BRASÍLIA,DF,SBBR,2012-11-01,18:00:00,0
531,46563,46563,ACIDENTE,ARUANÃ,GO,****,2012-11-02,12:00:00,1
532,46572,46572,INCIDENTE GRAVE,CURITIBA,PR,SBBI,2012-11-02,12:26:00,0
533,46589,46589,ACIDENTE,RECIFE,PE,SNEM,2012-11-02,14:30:00,0
534,46564,46564,ACIDENTE,GOIÂNIA,GO,SBNV,2012-11-03,16:50:00,0
535,46588,46588,ACIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,2012-11-03,14:00:00,0
536,46565,46565,ACIDENTE,COTEGIPE,BA,****,2012-11-04,20:00:00,0
537,46683,46683,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,2012-11-04,14:06:00,0
538,46566,46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,2012-11-05,11:55:00,0
539,46573,46573,INCIDENTE GRAVE,SANTO ÂNGELO,RS,SBNM,2012-11-05,20:40:00,0
540,46673,46673,INCIDENTE,MACEIÓ,AL,SBMO,2012-11-05,14:48:00,0
541,46583,46583,ACIDENTE,ALMIRANTE TAMANDARÉ,PR,****,2012-11-06,21:30:00,9
542,46567,46567,ACIDENTE,ALFENAS,MG,****,2012-11-07,16:15:00,0
543,46592,46592,ACIDENTE,QUERÊNCIA,MT,SNGV,2012-11-07,18:00:00,0
544,46568,46568,ACIDENTE,ALEGRETE,RS,****,2012-11-08,11:00:00,0
545,46569,46569,ACIDENTE,ALTÔNIA,PR,****,2012-11-08,19:00:00,0
546,46584,46584,ACIDENTE,ARAPUTANGA,MT,SWYH,2012-11-08,12:10:00,0
547,46694,46694,INCIDENTE,MONTES CLAROS,MG,****,2012-11-09,13:15:00,0
548,46713,46713,INCIDENTE,GOIÂNIA,GO,SBGO,2012-11-09,11:48:00,0
549,46570,46570,ACIDENTE,SÃO PAULO,SP,SBSP,2012-11-11,19:21:00,2
550,52071,52071,INCIDENTE,MACAÉ,RJ,****,2012-11-11,18:00:00,0
551,46651,46651,INCIDENTE,CURITIBA,PR,****,2012-11-12,18:50:00,0
552,46585,46585,ACIDENTE,BAGÉ,RS,SIBK,2012-11-13,18:30:00,1
553,46598,46598,INCIDENTE,PELOTAS,RS,SBPK,2012-11-13,12:00:00,0
554,46633,46633,ACIDENTE,ABADIA DE GOIÁS,GO,****,2012-11-15,12:40:00,0
555,46586,46586,ACIDENTE,URUAÇU,GO,****,2012-11-16,11:50:00,0
556,46605,46605,INCIDENTE,CAMPO GRANDE,MS,SBCG,2012-11-17,11:30:00,0
557,46614,46614,INCIDENTE,BRASÍLIA,DF,SBBR,2012-11-18,22:41:00,0
558,46587,46587,ACIDENTE,CAMPO GRANDE,MS,SBCG,2012-11-19,15:45:00,0
559,46599,46599,INCIDENTE,AGUDOS,SP,****,2012-11-19,16:57:00,0
560,46606,46606,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2012-11-19,18:05:00,0
561,46687,46687,INCIDENTE,PELOTAS,RS,SBPK,2012-11-19,11:55:00,0
562,46692,46692,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2012-11-19,18:42:00,0
563,46600,46600,INCIDENTE,SÃO PAULO,SP,SBMT,2012-11-20,15:40:00,0
564,46616,46616,INCIDENTE,VITÓRIA,ES,SBVT,2012-11-20,10:34:00,0
565,46591,46591,ACIDENTE,RIO DE JANEIRO,RJ,****,2012-11-21,11:47:00,0
566,46618,46618,INCIDENTE,BRASÍLIA,DF,SBBR,2012-11-21,18:31:00,0
567,46629,46629,INCIDENTE,ALIANÇA DO TOCANTINS,TO,****,2012-11-21,12:00:00,0
568,46693,46693,INCIDENTE,RIO LARGO,AL,****,2012-11-21,13:10:00,0
569,46590,46590,ACIDENTE,MARICÁ,RJ,SDMC,2012-11-22,11:45:00,0
570,46615,46615,INCIDENTE,SÃO LUÍS,MA,SBSL,2012-11-22,09:50:00,0
571,46593,46593,ACIDENTE,AMERICANA,SP,SDAI,2012-11-23,21:00:00,0
572,46602,46602,INCIDENTE,PINHEIRO,MA,SNYE,2012-11-23,20:55:00,0
573,46612,46612,ACIDENTE,CAMPINA GRANDE,PB,****,2012-11-23,14:47:00,0
574,46617,46617,INCIDENTE,SÃO PAULO,SP,SBMT,2012-11-23,20:00:00,0
575,46603,46603,INCIDENTE,SÃO PAULO,SP,SBMT,2012-11-24,12:33:00,0
576,46714,46714,INCIDENTE,CURITIBA,PR,SBBI,2012-11-25,19:33:00,0
577,46628,46628,INCIDENTE,GOIÂNIA,GO,SBGO,2012-11-26,15:05:00,0
578,46715,46715,INCIDENTE,LONDRINA,PR,SBLO,2012-11-26,17:48:00,0
